text,study_label,score,source
"This is a children's film in the truest sense. It's packed with adventure and a worthwhile environmental message, so it's great for the kids. Parents, on the other hand, will be ahead of the plot at all times, and there isn't enough clever innuendo to fil",positive,0.481481481481,movies
The niftiest trick perpetrated by The Importance of Being Earnest is the alchemical transmogrification of Wilde into Austen  and a Hollywood ized Austen at that.,negative,-0.185185185185,movies
"Tykwer's surface flash isn't just a poor fit with Kieslowski's lyrical pessimism; it completely contradicts everything Kieslowski's work aspired to, including the condition of art.",negative,-2.14814814815,movies
"Ice Age is the first computer generated feature cartoon to feel like other movies, and that makes for some glacial pacing early on.",neutral,0.0,movies
Too slick and manufactured to claim street credibility.,negative,-1.26666666667,movies
"Cherry Orchard is badly edited, often awkwardly directed and suffers from the addition of a wholly unnecessary pre credit sequence designed to give some of the characters a 'back story.'",negative,-2.66666666667,movies
"What ensues are much blood splattering, mass drug induced bowel evacuations, and none too funny commentary on the cultural distinctions between Americans and Brits.",negative,-2.0,movies
A dark comedy that goes for sick and demented humor simply to do so. The movie is without intent.,negative,-1.73333333333,movies
Visually exciting sci fi film which suffers from a lackluster screenplay.,negative,-0.4,movies
"While Hollywood Ending has its share of belly laughs (including a knockout of a closing line), the movie winds up feeling like a great missed opportunity.",negative,-0.733333333333,movies
"If The Full Monty was a freshman fluke, Lucky Break is (Cattaneo) sophomore slump.",negative,-1.46666666667,movies
"Sandra Bullock and Hugh Grant make a great team, but this predictable romantic comedy should get a pink slip.",negative,-1.2,movies
"Allegiance to Chekhov, which director Michael Cacoyannis displays with somber earnestness in the new adaptation of The Cherry Orchard, is a particularly vexing handicap.",negative,-1.33333333333,movies
You expect more from director Michael Apted (Enigma) and screenwriter Nicholas Kazan (Reversal of Fortune) than this cliche pileup.,negative,-1.93333333333,movies
"The first mistake, I suspect, is casting Shatner as a legendary professor and Kunis as a brilliant college student  where's Pauly Shore as the rocket scientist?",negative,-1.66666666667,movies
"The dramatic scenes are frequently unintentionally funny, and the action sequences    clearly the main event    are surprisingly uninvolving.",negative,-2.0,movies
"Replacing John Carpenter's stylish tracking shots is degraded, handheld Blair Witch video cam footage. Of all the Halloween's, this is the most visually unappealing.",negative,-2.4,movies
It has the requisite faux urban vibe and hotter two years ago rap and R&amp;B names and references.,negative,-1.0,movies
"Despite its dry wit and compassion, the film suffers from a philosophical emptiness and maddeningly sedate pacing.",negative,-1.73333333333,movies
"...feels as if (there's) a choke leash around your neck so director Nick Cassavetes can give it a good, hard yank whenever he wants you to feel something.",negative,-1.93333333333,movies
"Attal pushes too hard to make this a comedy or serious drama. He seems to want both, but succeeds in making neither.",negative,-1.86666666667,movies
I could have used my two hours better watching Being John Malkovich again.,negative,-2.46666666667,movies
"It's not a bad plot; but, unfortunately, the movie is nowhere near as refined as all the classic dramas it borrows from.",negative,-1.13333333333,movies
"Girlfriends are bad, wives are worse and babies are the kiss of death in this bitter Italian comedy.",negative,-1.4,movies
The only young people who possibly will enjoy it are infants... who might be distracted by the movie's quick movements and sounds.,negative,-2.46666666667,movies
"The film boasts at least a few good ideas and features some decent performances, but the result is disappointing.",negative,-1.13333333333,movies
No Such Thing breaks no new ground and treads old turf like a hippopotamus ballerina.,negative,-1.73333333333,movies
"Unfortunately, neither Sendak nor the directors are particularly engaging or articulate.",negative,-1.8,movies
"A wishy washy melodramatic movie that shows us plenty of sturm und drung, but explains its characters' decisions only unsatisfactorily.",negative,-2.0,movies
"Bang! Zoom! It's actually pretty funny, but in all the wrong places.",negative,-0.866666666667,movies
Lurid and less than lucid work.,negative,-1.53333333333,movies
A wannabe comedy of manners about a brainy prep school kid with a Mrs. Robinson complex founders on its own preciousness    and squanders its beautiful women.,negative,-1.2,movies
"At a brief 42 minutes, we need more X and less blab.",negative,-1.53333333333,movies
"If anything, see it for Karen Black, who camps up a storm as a fringe feminist conspiracy theorist named Dirty Dick.",positive,0.133333333333,movies
This 90 minute dud could pass for Mike Tyson's E! True Hollywood Story.,negative,-2.0,movies
"This is surely one of the most frantic, virulent and foul natured Christmas season pics ever delivered by a Hollywood studio.",negative,-2.94736842105,movies
"Once the expectation of laughter has been quashed by whatever obscenity is at hand, even the funniest idea isn't funny.",negative,-2.47368421053,movies
A porn film without the sex scenes.,negative,-2.31578947368,movies
"The connected stories of Breitbart and Hanussen are actually fascinating, but the filmmaking in Invincible is such that the movie does not do them justice.",negative,-1.21052631579,movies
"A depressingly retrograde, 'post feminist' romantic comedy that takes an astonishingly condescending attitude toward women.",negative,-2.15789473684,movies
"Return to Never Land is much more P.C. than the original version (no more racist portraits of Indians, for instance), but the excitement is missing.",negative,-1.42105263158,movies
"By the end, you just don't care whether that cold hearted snake Petrovich (that would be Reno) gets his comeuppance. Just bring on the Battle Bots, please!",negative,-1.63157894737,movies
"While it's all quite tasteful to look at, the attention process tends to do a little fleeing of its own.",negative,-0.947368421053,movies
"Broder's screenplay is shallow, offensive and redundant, with pitifully few real laughs.",negative,-2.73684210526,movies
"Yes they can swim, the title is merely Anne Sophie Birot's off handed way of saying girls find adolescence difficult to wade through.",negative,-1.05263157895,movies
"Don Michael Paul uses quick cuts, (very) large shadows and wide angle shots taken from a distance to hide the liberal use of a body double (for Seagal).",negative,-1.0,movies
"Slow, silly and unintentionally hilarious.",negative,-0.157894736842,movies
The Sweetest Thing leaves a bitter taste.,negative,-1.68421052632,movies
