text,study_label,split
South Africa’s Economic Freedom Fighters Party Keeps Top Leaders,neutral,train
STATEMENT FROM THE DOMINICAN REPUBLIC MINISTER OF TOURISM FRANCISCO JAVIER GARCÍA  https://t.co/R4zUobXF8P,neutral,train
Stephen Poloz to step down as Bank of Canada governor https://t.co/OCK1beah3N,neutral,train
STURGEON: BREXITEERS `MESSED IT UP',neutral,train
"Support for Impeachment is dropping like a rock, down into the 20’s in some Polls. Dems should now get down to work… https://t.co/O9sWK7ibHM",neutral,train
Tax Relief Leads Governors' 2020 Agendas (Radio),neutral,train
Taylor Caswell on the Political Impact of New Hampshire's Economy,neutral,train
The bottom line among the Wall Street/Chicago Mercantile Exchange crowd is that Trump is a disgrace but Warren is a… https://t.co/vqRVjkNlo4,neutral,train
The Democratic presidential candidates' yearlong non-aggression pact is over https://t.co/NNO6gGgUVn,neutral,train
The Democrats’ 3 worst ideas https://t.co/kUY9I5XCdt by @rickjnewman https://t.co/OzJIrjUT1d,neutral,train
The facts pile up against Trump in impeachment inquiry https://t.co/KUrEwa9azu,neutral,train
The final TV debate between Boris Johnson and Jeremy Corbyn is about to begin. Follow live updates and analysis her… https://t.co/q99eviKh62,neutral,train
The first challenges to Benjamin Netanyahu’s continued rule have started to roll in https://t.co/2C37NAOovs,neutral,train
"The Impeachment Scam is driving Republican Poll Numbers UP, UP, UP! Thank you Shifty.",neutral,train
The Justice Department urged the Supreme Court to hear President Trump’s bid to prevent his tax returns from being… https://t.co/1i63ccjsaO,neutral,train
The latest Eastern European politician to face accusations of plagiarism is the Serbian finance minister https://t.co/tonWgjPsIo,neutral,train
"The leader of Angela Merkel’s Christian Democratic Union may have thwarted her critics for now, but a raucous speec… https://t.co/STDKAszBJJ",neutral,train
The most compelling political images of the week https://t.co/2Lk6hwGhKF https://t.co/a0Rq7FxCEN,neutral,train
The New Hampshire primaries are tomorrow and Democrats have been competing over independent voters. Pete Buttigie… https://t.co/ArKS7vfjpC,neutral,train
The results of Hong Kong's district council elections show the city’s 7.4 million people remain firmly on the side… https://t.co/QQ0DzGVflB,neutral,train
"The Trump administration announced a plan Wednesday to end food-stamp benefits for about 700,000 Americans https://t.co/0SHXpOpFEF",neutral,train
The Trump administration is changing a key exemption to America's trade-remedy laws to make it easier to penalize s… https://t.co/3ojMuLQBe6,neutral,train
The Trump administration is changing a key exemption to America's trade-remedy laws to make it easier to penalize s… https://t.co/AlAt4Ftgdm,neutral,train
"The U.K.'s Women's Equality Party says politicians are letting them down ahead of #generalelection2019.

We spoke t… https://t.co/BBCVp5XEzx",neutral,train
The U.S. House voted to require states with a history of voter suppression to get federal approval for election-law… https://t.co/4zFzOFwlzx,neutral,train
The UK General Election – Johnson Wins with an Emphatic Majority,neutral,train
The Unspoken Truth: What Impeachment Exposed About Trump and 2020 https://t.co/pYTYBcD55I,neutral,train
The White House is considering more aggressive strategies in Venezuela as Trump is losing confidence that oppositio… https://t.co/n0H1QNAHcg,neutral,train
"There are Democrats that can win 2020 election, billionaire Trump-ally Tom Barrack says https://t.co/USRsmOtFkw",neutral,train
This week in Trumponomics: Wowsa https://t.co/xzddnI5ZJS by @rickjnewman https://t.co/QgiJR8PisP,neutral,train
Today in Brexit: European Union members are ratcheting up their negotiating demands https://t.co/Qnh48BCc2l,neutral,train
Top Trump Adviser Says U.K. Slips Behind EU in Trade Priorities,neutral,train
"Tory Win Will Encourage U.K. House-Price Gains, Rightmove Says",neutral,train
"Trudeau ""Open"" To Handing Out Taxpayer-Funded Heroin To Vancouver Addicts https://t.co/1oxQPgvKmC",neutral,train
Trudeau's Finance Chief Says Coronavirus Will Take 'Real' Toll,neutral,train
Trump Attacked Boris Johnson Over Huawei in Heated Phone Call,neutral,train
Trump Beats Congressional Democrats’ Emoluments Lawsuit,neutral,train
Trump brings a third case over his financial records to the Supreme Court https://t.co/1COXcKDqs7,neutral,train
Trump budget proposes $150 million for creation of uranium reserve,neutral,train
Trump Budget Sets Up Clash With $4 Billion Cut for Warships,neutral,train
Trump Calls Hong Kong Protests 'Complicating Factor' in Trade Talks -- Update #economy #MarketScreener… https://t.co/l2ydO9abR7,neutral,train
Trump Grabs Spotlight Ahead of New Hampshire Democratic Primary,neutral,train
Trump has asked the Supreme Court to stop Deutsche Bank and Capital One from handing over his financial records to… https://t.co/ljpUQlkKhr,neutral,train
Trump has complied with a court order to pay $2 million in damages after he admitted misusing his personal charitab… https://t.co/m96hnX4zG0,neutral,train
"Trump Impeachment Drama Not Changing Minds, New Polls Show",neutral,train
Trump Impeachment Fury Sows Fear of Payback Among Diplomats,neutral,train
"Trump is considering executive action to cut drug prices ahead of the 2020 election, officials familiar with the ma… https://t.co/XjDXo3QIIJ",neutral,train
Trump Is Still Studying Ways to Crack Down on Chinese Stocks,neutral,train
Trump looks to kill student loan forgiveness program,neutral,train
Trump Offensive Leaves Iran’s Hardliners Ascendant as Poll Nears,neutral,train
Trump Plans to Attend World Economic Forum in Davos Next Month,neutral,train
"Trump proposes cutting Amtrak funding, boosting money for infrastructure https://t.co/xJmhtvkMf2 https://t.co/bLIt1CUTVz",neutral,train
"Trump rally was a winter boost for NJ summer resort but he still has to pay for it, mayor says https://t.co/QxnqCfYNlX",neutral,train
TRUMP SAYS GOING TO TAKE 'GOOD LOOK' AT HONG KONG BILL,neutral,train
Trump Says He’s ‘Strongly’ Considering Impeachment Testimony,neutral,train
Trump Sets Up Clash in Congress With $4 Billion Cut for Warships,neutral,train
Trump urged the U.S. Supreme Court to block a House subpoena for 8 years of his financial records https://t.co/H1ri2xARmc,neutral,train
Trump Vengeance Illuminates Legislative Branch Weakness (Radio),neutral,train
Trump wants to extend his tax overhaul. What it means for you https://t.co/oyZkB8XSSR,neutral,train
Trump Wins Suit Over Records of Meetings With Foreign Leaders,neutral,train
"Trump Withholding $823 Million for Clean Energy, Democrats Say",neutral,train
Trump: 'Exports would zoom' if Fed lowers rates,neutral,train
Trump: Here's My New Plan For Your Student Loans,neutral,train
Trump’s ‘America First’ Tensions Exposed as Defense Secretary Ends Asia Trip,neutral,train
Trump’s Acquittal Boxes In Republicans,neutral,train
Trump’s Plea to Black Voters Showcases Find-Just-a-Few Strategy,neutral,train
"Trump-branded properties lost value since the 2016 election, study shows",neutral,train
Trump's $4.8 trillion budget gets chilly reception from Congress,neutral,train
Trump's $4.8 trillion budget likely to get thumbs-down from Congress,neutral,train
Trump's $4.8 trillion budget likely to get thumbs-down from Congress #economy #MarketScreener… https://t.co/sC5zHKdtiv,neutral,train
Trump's campaigning on the roaring economy. Here's how Democrats plan to stop him. - NBC News,neutral,train
"Trump's Defense Budget Proposal Focuses on Nukes, Research",neutral,train
Trumps FY2021 budget proposal plans 0.3% rise in defense spending,neutral,train
Trump's Impossible Fight To Stop Theft Of Ideas https://t.co/2WWs59v0V3,neutral,train
"Trump's personal lawyer, Rudy Giuliani, suggests he has dirt on the Biden family that would be released were he to… https://t.co/sHhvEx2cNA",neutral,train
Trump's proposed budget would kill a loan program that an electric-truck company is counting on to revive an Ohio f… https://t.co/fCqbeQJNdE,neutral,train
U.K. Moves Toward Brexit After Tory Win,neutral,train
U.K. Names Pierce Envoy to U.S. at Critical Time for Allies,neutral,train
U.K. Rainmakers Eye Return to Dealmaking After Tory Election Win,neutral,train
U.K.'s Gove Warns Industry to Brace for Strict Border Controls,neutral,train
U.S. counterintelligence chief warns of meddling after Iowa caucus confusion https://t.co/pqoyh8jQ5m,neutral,train
U.S. House Democrats claim victory in revamping U.S.-Mexico-Canada trade pact #economy #MarketScreener… https://t.co/vP6tfJeMkE,neutral,train
"U.S. Is Open to Dialogue With Iran, Special Envoy Hook Says",neutral,train
U.S. officials are signaling the EU might be an easier target than Britain for a quick outcome aimed at avoiding a… https://t.co/L0oYoaPtzV,neutral,train
U.S. officials are signaling the European Union might be an easier target than the U.K. for a quick outcome aimed a… https://t.co/c5D7GJJbPf,neutral,train
U.S. Open to Dialogue With Iran: Hook,neutral,train
UK politicians face ‘steep learning curve’ on EU trade https://t.co/TD3IHQEPMY,neutral,train
"Ukraine, Trump, & Biden - The Real Story Behind ""Ukrainegate"" https://t.co/Qf8APlLO01",neutral,train
UK's Labour vows action on 'tax and wage cheat' multinationals #Amazoncom #Stock #MarketScreener… https://t.co/k7k8nJMXll,neutral,train
UN convention pushes for recognition of educational qualifications https://t.co/Od6UFKeauF,neutral,train
United Nations Global Compact : issues new report to help companies advance human rights… https://t.co/wdhiWiAvpe,neutral,train
UPDATE 3-UK's Johnson drops corporate tax cut plan in bid to woo voters,neutral,train
Uruguay’s conservative opposition on track for victory https://t.co/Z0BHiTjY9w,neutral,train
"US President Trump's reelection campaign ran more than 6,000 Facebook ads mentioning impeachment during the first w… https://t.co/9iTISFVTtt",neutral,train
US-Israel Defense Treaty Gaining Steam After Pompeo & Netanyahu Meet https://t.co/0XrSTij9l0,neutral,train
"Venture capitalists, start-up founders and tech workers have warmed to Pete Buttigieg
https://t.co/LKfaGuIMNO",neutral,train
Vice President Mike Pence made an unannounced visit to Iraq on Saturday aimed at reassuring Kurdish allies in the U… https://t.co/Lj34teAEUG,neutral,train
Vladimir Putin says returning control of Ukraine’s eastern border to Ukrainian forces could lead to a genocide simi… https://t.co/3rEkTNWGQQ,neutral,train
"Voters in Iowa have been queueing this week for photographs with Elizabeth Warren's golden retriever, Bailey
https://t.co/c1qgOYWnk6",neutral,train
Wall: UK Government Drive for Pro-Business Budget,neutral,train
"Watch this tense exchange between former VP Joe Biden and an Iowa voter. Biden appears to call the man “fat,” but h… https://t.co/58DVgg0qvD",neutral,train
Watch: Senate debates critical witness vote in Trump's impeachment trial https://t.co/cgp4SZCPtH,neutral,train
WATCH: Trump participates in a small business round table discussion  https://t.co/hMmj9OaAw3,neutral,train
WATCH: Trump sits in on a listening session with tobacco executives and public health groups over the vaping epidem… https://t.co/kNUteb1X4x,neutral,train
"We should never underestimate the political commitment to the euro, says Financial Times’ @martinwolf_ to our host… https://t.co/j7hXUWAcau",neutral,train
"We Urge People to Cut Ties With the Violence, Says Democratic Alliance’s Chow",neutral,train
What Boris Johnson and Jeremy Corbyn are promising for the Christmas Brexit election https://t.co/nZnEcJZ0fz,neutral,train
What is driving Sinn FÃƒÂ©in's electoral surge in Ireland? https://t.co/bP3Quxb6p2,neutral,train
What the general election could mean for the pound https://t.co/HrUdau7oNm by @OscarWGrut https://t.co/bqXrwJIoVW,neutral,train
Where’s the Fake Whistleblower? Where’s Whistleblower number 2? Where’s the phony informer who got it all wrong?,neutral,train
"White House calls for biggest NASA budget in decades to reach the moon, Mars",neutral,train
Why a Trump win would be worse for markets than a Warren win,neutral,train
Why a Trump win would be worse for markets than a Warren win https://t.co/BAghX3ybF8 by @SibileTV https://t.co/qA6dReA7jo,neutral,train
William Barr Is Attacking His Own Department,neutral,train
"With Brexit, the U.K. tops many other countries in economic and policy uncertainty. Consult the FRED Blog for a wor… https://t.co/w6CiArctyI",neutral,train
��🇰 Hong Kong’s pro-democracy candidates won an overwhelming victory in district council elections on Sunday after m… https://t.co/XMf6MwQRp5,neutral,train
G20 financial officials see need for joint action against coronavirus - statement #economy #MarketScreener… https://t.co/Nh97LZqkqT,neutral,train
